Corp ID,Corp Name,Client ID,Client Name,URL,Status,Number of redirects,Redirect Chain,Final URL,Final URL Status,Final URL IP,Final URL NS,
539,AllState Insurance Corporate,332519,Allstate Business Insurance - William Johnson (Chiropractors),iprotectsmallbiz.com/bill-johnson,403,,,http://iprotectsmallbiz.com/bill-johnson,403,104.196.57.56,ns93.worldnic.com.,
127,Icynene Inc.,356647,Icynene-LCR Contractors Inc. - ATX Thermal Solutions,insulateatx.net,301,1,http://insulateatx.net/ | ,http://www.insulateatx.net/,200,205.178.153.6,ns03.domaincontrol.com.,
539,AllState Insurance Corporate,332396,Allstate Business Insurance - Mary Martinez (Accounting Services),iprotectsmallbiz.com/mary-martinez,403,,,http://iprotectsmallbiz.com/mary-martinez,403,104.196.57.56,ns94.worldnic.com.,
539,AllState Insurance Corporate,332256,Allstate Business Insurance - Andrew Baduria (Real Estate Agents),iprotectsmallbiz.com/andrew-baduria,403,,,http://iprotectsmallbiz.com/andrew-baduria,403,104.196.57.56,ns94.worldnic.com.,
539,AllState Insurance Corporate,332244,Allstate Business Insurance - Henry Morales (Medical Offices),iprotectsmallbiz.com/henry-morales,403,,,http://iprotectsmallbiz.com/henry-morales,403,104.196.57.56,ns94.worldnic.com.,
119,InterDent Inc.,118092,Gentle Dental - Oahu MetroPage,gentledentaloahu.com,301,3,http://gentledentaloahu.com/ | https://gentledentaloahu.com/ | http://www.gentledentaloahu.com/ | ,https://www.gentledentaloahu.com/,200,209.17.116.160,ns3a.dns-host.com.,
626,SEVA Beauty LLC,326454,SEVA Beauty - South Doty Avenue - Chicago IL,sevabeauty.com/location/il/chicago-south-doty-avenue/,301,1,http://sevabeauty.com/location/il/chicago-south-doty-avenue/ | ,https://sevabeauty.com/location/il/chicago-south-doty-avenue/,200,209.17.116.160,ns14.worldnic.com.,
203,Johnson Controls - Liberties Dealers,96973,Del`s Appliance Heating & Cooling,hvacservicekansascity.net,301,3,http://hvacservicekansascity.net/ | https://hvacservicekansascity.net/ | http://www.hvacservicekansascity.net/ | ,https://www.hvacservicekansascity.net/,200,209.17.116.160,ns3a.dns-host.com.,
376,Cordell & Cordell,229904,Cordell & Cordell Saratoga Springs,cordellcordellsaratogasprings.com,301,2,http://cordellcordellsaratogasprings.com/ | https://cordellcordellsaratogasprings.com/ | ,http://cordellcordell.com/offices/new-york/saratoga-springs/,403,35.184.160.12,ns5.linode.com.,
539,AllState Insurance Corporate,332467,Allstate Business Insurance - Kristin Meredith (Accounting Services),iprotectsmallbiz.com/kristin-meredith,403,,,http://iprotectsmallbiz.com/kristin-meredith,403,104.196.57.56,ns94.worldnic.com.,
614,Absolute Storage,299907,Green Valley Self Storage,absolutemgmt.com/locations/oh/mount-vernon-43050/,301,2,http://absolutemgmt.com/locations/oh/mount-vernon-43050/ | https://absolutemgmt.com/locations/oh/mount-vernon-43050/ | ,https://www.absolutemgmt.com/locations/oh/mount-vernon-43050/,200,205.178.153.7,ns2.dotster.com.,
119,InterDent Inc.,268162,Smile Keepers Stayton,smilekeepersstayton.com,301,2,http://smilekeepersstayton.com/ | http://www.smilekeepersstayton.com/ | ,https://www.interdent.com/smilekeepers/locations/or/stayton/151-w-washington-street-dentist-office/,403,104.198.228.121,ns22.worldnic.com.,
119,InterDent Inc.,118098,Gentle Dental - Rocklin MetroPage,gentledental-rocklin.com,301,3,http://gentledental-rocklin.com/ | https://gentledental-rocklin.com/ | http://www.gentledental-rocklin.com/ | ,https://www.gentledental-rocklin.com/,200,209.17.116.160,ns3b.dns-host.com.,
597,Painting with a Twist, LLC,272914,Painting With A Twist - Baytown,paintingwithatwist.com/studio/baytown,301,2,http://paintingwithatwist.com/studio/baytown | http://www.paintingwithatwist.com/studio/baytown | ,https://www.paintingwithatwist.com/studio/baytown,200,23.253.135.119,dns1.stabletransit.com.,
626,SEVA Beauty LLC,326216,SEVA Beauty - Bryant Avenue - Bryant AR,sevabeauty.com/location/ar/bryant-avenue/,301,1,http://sevabeauty.com/location/ar/bryant-avenue/ | ,https://sevabeauty.com/location/ar/bryant-avenue/,200,209.17.116.160,ns14.worldnic.com.,
597,Painting with a Twist, LLC,272897,Painting With A Twist - Round Rock,paintingwithatwist.com/studio/roundrock,301,2,http://paintingwithatwist.com/studio/roundrock | http://www.paintingwithatwist.com/studio/roundrock | ,https://www.paintingwithatwist.com/studio/roundrock,200,23.253.135.119,dns1.stabletransit.com.,
203,Johnson Controls - Liberties Dealers,362696,Elevated Mechanical Services Inc.,elevatedmechanicalservicesinc.com,301,3,http://elevatedmechanicalservicesinc.com/ | https://elevatedmechanicalservicesinc.com/ | http://www.elevatedmechanicalservicesinc.com/ | ,https://www.elevatedmechanicalservicesinc.com/,200,209.17.116.160,ns3a.dns-host.com.,
528,Miracle Method Surface Refinishing,234891,Miracle Method of Boston South Shore,miraclemethod.com/boston-south-shore,301,1,http://miraclemethod.com/boston-south-shore | ,https://www.miraclemethod.com/boston-south-shore,200,104.25.248.36,olga.ns.cloudflare.com.,
740,The Mosquito Authority,329480,Mosquito Authority - North Branch MN,mosquito-authority.com/locations/north-branch-mn/,301,3,http://mosquito-authority.com/locations/north-branch-mn/ | https://mosquito-authority.com/locations/north-branch-mn/ | http://www.mosquito-authority.com/locations/north-branch-mn/ | ,https://www.mosquito-authority.com/locations/north-branch-mn/,200,209.17.116.160,ns6234.hostgator.com.,
528,Miracle Method Surface Refinishing,235082,Miracle Method of St. Louis,miraclemethod.com/st-louis,301,1,http://miraclemethod.com/st-louis | ,https://www.miraclemethod.com/st-louis,200,104.25.248.36,olga.ns.cloudflare.com.,
528,Miracle Method Surface Refinishing,354975,Miracle Method of Augusta East,miraclemethod.com/augusta-east,301,1,http://miraclemethod.com/augusta-east | ,https://www.miraclemethod.com/augusta-east,200,104.25.248.36,olga.ns.cloudflare.com.,
203,Johnson Controls - Liberties Dealers,147924,All Air HVAC LLC,brooklynhvacservices.net,301,1,http://brooklynhvacservices.net/ | ,https://brooklynhvacservices.net/,200,209.17.116.160,ns3b.dns-host.com.,
119,InterDent Inc.,178503,SmileKeepers - Medford Childrens,smilekeepersmedfordchildrens.com,301,2,http://smilekeepersmedfordchildrens.com/ | http://www.smilekeepersmedfordchildrens.com/ | ,https://www.interdent.com/smilekeepers/locations/or/medford/925-town-centre-drive-dentist-office/,403,104.198.228.121,ns21.worldnic.com.,
376,Cordell & Cordell,180315,Cordell & Cordell Lawrenceville,cordellcordelllawrenceville.com,301,2,http://cordellcordelllawrenceville.com/ | https://cordellcordelllawrenceville.com/ | ,http://cordellcordell.com/offices/georgia/lawrenceville/,403,35.184.160.12,ns5.linode.com.,
597,Painting with a Twist, LLC,299797,Painting With A Twist - Chesapeake VA,paintingwithatwist.com/studio/chesapeake,301,2,http://paintingwithatwist.com/studio/chesapeake | http://www.paintingwithatwist.com/studio/chesapeake | ,https://www.paintingwithatwist.com/studio/chesapeake,200,23.253.135.119,dns2.stabletransit.com.,
203,Johnson Controls - Liberties Dealers,94006,Peatson's Heating & Air Conditioning Ltd,peatsonsheatair.com,301,3,http://peatsonsheatair.com/ | https://peatsonsheatair.com/ | http://www.peatsonsheatair.com/ | ,https://www.peatsonsheatair.com/,200,209.17.116.160,ns3b.dns-host.com.,
203,Johnson Controls - Liberties Dealers,359952,Hubick's Plumbing And Heating,hubicksplumbingandheating.ca,301,3,http://hubicksplumbingandheating.ca/ | https://hubicksplumbingandheating.ca/ | http://www.hubicksplumbingandheating.ca/ | ,https://www.hubicksplumbingandheating.ca/,200,209.17.116.160,ns3a.dns-host.com.,
768,Tailored Living,362617,Tailored Living - 635TX204 - Brenham,tailoredliving-brenham.com,301,3,http://tailoredliving-brenham.com/ | https://tailoredliving-brenham.com/ | http://www.tailoredliving-brenham.com/ | ,https://www.tailoredliving-brenham.com/,200,209.17.116.160,ns3a.dns-host.com.,
198,Massage Heights,328402,Massage Heights - Regency Court,massageheights.com/locations/fl/boca-raton-fl/regency-court,301,1,http://massageheights.com/locations/fl/boca-raton-fl/regency-court | ,https://www.massageheights.com/locations/fl/boca-raton-fl/regency-court,200,104.25.109.25,brad.ns.cloudflare.com.,
597,Painting with a Twist, LLC,272924,Painting With A Twist - Waxahachie,paintingwithatwist.com/studio/waxahachie,301,2,http://paintingwithatwist.com/studio/waxahachie | http://www.paintingwithatwist.com/studio/waxahachie | ,https://www.paintingwithatwist.com/studio/waxahachie,200,23.253.135.119,dns2.stabletransit.com.,
528,Miracle Method Surface Refinishing,235174,Miracle Method of Tyler,miraclemethod.com/tyler,301,1,http://miraclemethod.com/tyler | ,https://www.miraclemethod.com/tyler,200,104.25.247.36,olga.ns.cloudflare.com.,
214,Miracle-Ear,59382,Miracle-Ear - AINSWORTH NE - CF234706,miracle-ear.com/locations/ainsworth-ne/,301,1,http://miracle-ear.com/locations/ainsworth-ne/ | ,https://www.miracle-ear.com/locations/ainsworth-ne/,200,69.18.202.150,ns12.dnsmadeeasy.com.,
214,Miracle-Ear,58495,Miracle-Ear - Savannah TN - CF386511,miracle-ear.com/locations/savannah-tn/,301,1,http://miracle-ear.com/locations/savannah-tn/ | ,https://www.miracle-ear.com/locations/savannah-tn/,200,69.18.202.150,ns14.dnsmadeeasy.com.,
627,Allegra,357884,Allegra Jackson MI,allegramarketingprint.com/locations/jackson-mi/,301,3,http://allegramarketingprint.com/locations/jackson-mi/ | https://allegramarketingprint.com/locations/jackson-mi/ | http://www.allegramarketingprint.com/locations/jackson-mi/ | ,https://www.allegramarketingprint.com/locations/jackson-mi/,200,209.17.116.161,pdns07.domaincontrol.com.,
528,Miracle Method Surface Refinishing,235266,Miracle Method of Hollywood,miraclemethod.com/hollywood,301,3,http://miraclemethod.com/hollywood | https://www.miraclemethod.com/hollywood | http://www.miraclemethod.com/burbank | ,https://www.miraclemethod.com/burbank,200,104.25.248.36,olga.ns.cloudflare.com.,
597,Painting with a Twist, LLC,272892,Painting With A Twist - Harker Heights,paintingwithatwist.com/studio/harker-heights,301,2,http://paintingwithatwist.com/studio/harker-heights | http://www.paintingwithatwist.com/studio/harker-heights | ,https://www.paintingwithatwist.com/studio/harker-heights,200,23.253.135.119,dns1.stabletransit.com.,
203,Johnson Controls - Liberties Dealers,358190,Gunn's Service and Maintenance LLC,gunnsserviceandmaintenancellc.com,301,3,http://gunnsserviceandmaintenancellc.com/ | https://gunnsserviceandmaintenancellc.com/ | http://www.gunnsserviceandmaintenancellc.com/ | ,https://www.gunnsserviceandmaintenancellc.com/,200,209.17.116.160,ns3a.dns-host.com.,
597,Painting with a Twist, LLC,272899,Painting With A Twist - Lansing,paintingwithatwist.com/studio/lansing,301,2,http://paintingwithatwist.com/studio/lansing | http://www.paintingwithatwist.com/studio/lansing | ,https://www.paintingwithatwist.com/studio/lansing,200,23.253.135.119,dns2.stabletransit.com.,
203,Johnson Controls - Liberties Dealers,255463,Stasney Renovations LLC,stasneyrenovationsllc.com,301,3,http://stasneyrenovationsllc.com/ | https://stasneyrenovationsllc.com/ | http://www.stasneyrenovationsllc.com/ | ,https://www.stasneyrenovationsllc.com/,200,209.17.116.160,ns3b.dns-host.com.,
528,Miracle Method Surface Refinishing,235055,Miracle Method of Waukesha,miraclemethod.com/waukesha,301,1,http://miraclemethod.com/waukesha | ,https://www.miraclemethod.com/waukesha,200,104.25.247.36,olga.ns.cloudflare.com.,
627,Allegra,357916,Allegra Edmonton West,allegramarketingprint.com/locations/edmonton_west/,301,3,http://allegramarketingprint.com/locations/edmonton_west/ | https://allegramarketingprint.com/locations/edmonton_west/ | http://www.allegramarketingprint.com/locations/edmonton_west/ | ,https://www.allegramarketingprint.com/locations/edmonton_west/,200,209.17.116.161,pdns07.domaincontrol.com.,
597,Painting with a Twist, LLC,319108,Painting With A Twist - Grand Rapids MI,paintingwithatwist.com/studio/grand-rapids,301,2,http://paintingwithatwist.com/studio/grand-rapids | http://www.paintingwithatwist.com/studio/grand-rapids | ,https://www.paintingwithatwist.com/studio/grand-rapids,200,23.253.135.119,dns2.stabletransit.com.,
528,Miracle Method Surface Refinishing,234966,Miracle Method of Worcester,miraclemethod.com/worcester,301,1,http://miraclemethod.com/worcester | ,https://www.miraclemethod.com/worcester,200,104.25.247.36,olga.ns.cloudflare.com.,
203,Johnson Controls - Liberties Dealers,359954,Mid West Efficiency,midwestefficiencymoosejawsk.com,301,3,http://midwestefficiencymoosejawsk.com/ | https://midwestefficiencymoosejawsk.com/ | http://www.midwestefficiencymoosejawsk.com/ | ,https://www.midwestefficiencymoosejawsk.com/,200,209.17.116.160,ns3b.dns-host.com.,
597,Painting with a Twist, LLC,273024,Painting With A Twist - Royersford,paintingwithatwist.com/studio/royersford,301,2,http://paintingwithatwist.com/studio/royersford | http://www.paintingwithatwist.com/studio/royersford | ,https://www.paintingwithatwist.com/studio/royersford,200,23.253.135.119,dns2.stabletransit.com.,
597,Painting with a Twist, LLC,272861,Painting With A Twist - Hattiesburg,paintingwithatwist.com/studio/hattiesburg,301,2,http://paintingwithatwist.com/studio/hattiesburg | http://www.paintingwithatwist.com/studio/hattiesburg | ,https://www.paintingwithatwist.com/studio/hattiesburg,200,23.253.135.119,dns1.stabletransit.com.,
597,Painting with a Twist, LLC,272909,Painting With A Twist - Longview,paintingwithatwist.com/studio/longview,301,2,http://paintingwithatwist.com/studio/longview | http://www.paintingwithatwist.com/studio/longview | ,https://www.paintingwithatwist.com/studio/longview,200,23.253.135.119,dns1.stabletransit.com.,
528,Miracle Method Surface Refinishing,235315,Miracle Method of Madison WI,miraclemethod.com/southern-wisconsin,301,1,http://miraclemethod.com/southern-wisconsin | ,https://www.miraclemethod.com/southern-wisconsin,200,104.25.248.36,olga.ns.cloudflare.com.,
